Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT/ACT,College,Admitted,Enrolled,College_GPA
7273,6,3,M,1,0,3.14,1480,Math & Science,No,No,
7274,6,3,F,0,0,3.64,1150,Math & Science,No,No,
7275,6,6,F,1,0,3.40,1080,Business & Economics,No,No,
7276,5,5,F,1,0,3.52,1160,Arts & Letters,No,No,
7277,5,6,F,1,0,2.96,1260,Arts & Letters,No,No,
7278,7,7,F,1,0,3.96,1290,Math & Science,No,No,
7279,6,7,M,1,0,3.25,970,Arts & Letters,No,No,
7280,2,4,F,0,1,3.75,1220,Arts & Letters,No,No,
7281,6,5,F,1,0,2.61,1040,Arts & Letters,No,No,
7282,6,6,F,0,0,3.60,1210,Math & Science,No,No,
7283,4,4,F,1,0,3.91,1230,Math & Science,No,No,
7284,1,5,F,0,1,4.31,1180,Math & Science,Yes,No,
7285,4,7,M,1,0,3.50,1070,Business & Economics,No,No,
7286,7,6,M,1,0,2.63,1180,Arts & Letters,No,No,
7287,6,6,F,0,1,4.25,1530,Business & Economics,Yes,No,
7288,6,5,F,1,0,3.68,1410,Business & Economics,Yes,No,
7289,3,3,F,1,0,3.10,1010,Arts & Letters,No,No,
7290,7,7,F,1,0,4.18,1550,Business & Economics,Yes,No,
7291,6,6,M,1,0,3.82,1380,Business & Economics,No,No,
7292,7,7,M,1,0,3.75,1300,Business & Economics,No,No,
7293,7,7,F,1,0,3.75,1210,Arts & Letters,No,No,
7294,7,7,F,1,0,3.58,1100,Arts & Letters,No,No,
7295,5,3,F,0,1,4.05,1560,Business & Economics,Yes,No,
7296,4,6,F,1,0,3.41,1080,Arts & Letters,No,No,
7297,7,7,M,1,0,3.52,1290,Business & Economics,No,No,
7298,5,4,M,0,0,4.38,1300,Math & Science,Yes,No,
7299,7,7,F,0,1,4.21,1390,Math & Science,Yes,No,
7300,6,6,F,1,0,3.04,1290,Arts & Letters,No,No,
7301,5,7,M,1,0,4.05,1220,Business & Economics,Yes,Yes,3.600
7302,6,6,F,1,0,3.79,1260,Business & Economics,Yes,No,
7303,6,3,M,1,0,4.06,1220,Business & Economics,Yes,No,
7304,7,7,F,1,0,3.68,1250,Arts & Letters,Yes,No,
7305,7,7,M,1,0,3.77,1310,Business & Economics,Yes,Yes,2.854
7306,4,4,F,0,0,3.71,1410,Business & Economics,No,No,
7307,4,4,F,1,0,4.25,1560,Math & Science,Yes,No,
7308,7,6,M,1,0,3.80,1330,Math & Science,Yes,No,
7309,7,4,F,1,0,3.14,1020,Arts & Letters,No,No,
7310,5,6,M,1,0,3.50,1280,Math & Science,No,No,
7311,7,7,M,1,0,3.12,1360,Arts & Letters,Yes,Yes,3.011
7312,4,6,F,0,0,3.83,1540,Arts & Letters,Yes,No,
7313,7,7,M,0,0,3.50,1250,Math & Science,No,No,
7314,7,7,M,1,0,3.36,1180,Math & Science,No,No,
7315,7,6,M,0,0,3.91,1480,Math & Science,Yes,No,
7316,6,6,M,0,1,3.55,1120,Math & Science,No,No,
7317,7,6,F,1,0,3.82,1020,Business & Economics,No,No,
7318,3,3,F,1,0,3.25,960,Math & Science,No,No,
7319,4,4,M,1,0,3.35,1080,Math & Science,No,No,
7320,4,4,M,1,0,3.39,1000,Math & Science,No,No,
7321,7,6,F,0,0,3.72,1480,Arts & Letters,Yes,No,
7322,6,6,F,1,0,3.62,1050,Business & Economics,No,No,
7323,6,6,F,0,0,3.80,1260,Math & Science,No,No,
7324,7,7,M,0,0,3.83,1430,Math & Science,Yes,No,
7325,7,7,F,1,0,4.30,1440,Math & Science,Yes,No,
7326,2,3,F,0,0,4.00,890,Math & Science,No,No,
7327,3,7,M,1,0,3.55,1100,Arts & Letters,No,No,
7328,6,7,F,1,0,3.48,1180,Arts & Letters,No,No,
7329,7,7,M,1,0,3.77,1170,Math & Science,No,No,
7330,7,6,M,1,0,2.26,1180,Math & Science,No,No,
7331,3,3,F,1,0,3.30,850,Arts & Letters,No,No,
7332,1,3,M,0,1,3.09,1060,Business & Economics,No,No,
7333,7,7,F,1,0,3.56,1060,Math & Science,No,No,
7334,3,3,F,0,1,3.43,1220,Business & Economics,No,No,
7335,7,7,F,1,0,3.32,1090,Business & Economics,No,No,
7336,4,4,M,0,1,2.95,940,Math & Science,No,No,
7337,7,5,M,1,0,3.77,1350,Business & Economics,No,No,
7338,6,6,F,0,0,4.05,1170,Business & Economics,No,No,
7339,6,3,F,1,0,3.39,1240,Math & Science,No,No,
7340,3,6,M,0,1,2.60,890,Business & Economics,No,No,
7341,6,6,F,0,0,4.28,1240,Math & Science,No,No,
7342,6,5,F,1,0,4.00,1450,Business & Economics,Yes,No,
7343,6,6,M,1,0,4.00,1330,Business & Economics,Yes,No,
7344,7,7,F,0,0,3.46,1330,Arts & Letters,Yes,No,
7345,7,7,M,1,0,3.70,1530,Math & Science,Yes,No,
7346,7,6,M,1,0,3.44,1550,Business & Economics,Yes,No,
7347,6,6,F,1,0,3.75,1200,Math & Science,No,No,
7348,7,6,M,0,0,3.04,1210,Business & Economics,No,No,
7349,6,6,F,1,0,3.59,1040,Arts & Letters,No,No,
7350,4,6,F,1,0,3.50,1430,Business & Economics,No,No,
7351,7,6,M,1,0,3.50,1170,Business & Economics,Yes,Yes,2.082
7352,1,1,M,0,0,4.20,1300,Business & Economics,Yes,No,
7353,4,4,F,0,0,3.44,760,Business & Economics,No,No,
7354,7,7,F,1,0,4.18,1240,Math & Science,No,No,
7355,6,7,F,1,0,4.21,1470,Arts & Letters,Yes,No,
7356,2,2,M,0,0,2.67,810,Arts & Letters,No,No,
7357,6,6,F,1,0,4.00,1460,Arts & Letters,Yes,No,
7358,3,5,M,1,0,3.35,1240,Business & Economics,No,No,
7359,3,4,F,1,0,4.00,1110,Business & Economics,No,No,
7360,6,6,M,1,0,3.41,1270,Arts & Letters,Yes,No,
7361,6,6,M,1,0,3.35,1310,Business & Economics,No,Yes,2.065
7362,7,6,M,1,0,3.92,1470,Arts & Letters,Yes,No,
7363,7,7,F,1,0,3.36,1120,Math & Science,No,No,
7364,6,6,M,1,0,3.68,1140,Arts & Letters,No,No,
7365,4,7,M,0,0,3.55,1030,Math & Science,No,No,
7366,6,6,F,1,0,3.73,1270,Arts & Letters,Yes,No,
7367,7,4,F,1,0,3.24,950,Arts & Letters,No,No,
7368,6,6,M,0,0,2.33,1010,Math & Science,No,No,
7369,2,5,F,0,0,3.00,910,Arts & Letters,No,No,
7370,6,4,M,1,0,3.20,1160,Math & Science,No,No,
7371,6,3,M,0,1,3.23,1150,Business & Economics,No,No,
7372,4,5,F,1,0,3.52,1040,Arts & Letters,No,No,
7373,6,6,M,1,0,3.48,1430,Business & Economics,Yes,Yes,2.747
7374,6,6,F,0,0,3.64,1040,Arts & Letters,No,No,
7375,3,3,F,0,0,3.40,1290,Arts & Letters,No,No,
7376,7,7,M,1,0,3.78,1100,Arts & Letters,Yes,Yes,3.058
7377,7,6,M,1,0,3.79,1100,Math & Science,No,No,
7378,6,6,F,0,1,3.68,1230,Math & Science,No,No,
7379,6,6,F,1,0,3.50,1260,Arts & Letters,Yes,No,
7380,5,6,F,1,0,4.04,1070,Math & Science,No,No,
7381,7,7,M,1,0,3.59,1270,Math & Science,No,No,
7382,7,7,F,1,0,3.18,1000,Math & Science,No,No,
7383,3,6,F,1,0,3.22,870,Arts & Letters,No,No,
7384,6,6,F,1,0,3.50,1010,Business & Economics,No,No,
7385,7,6,M,1,0,3.95,1150,Arts & Letters,Yes,Yes,3.504
7386,6,6,M,1,0,3.43,1250,Math & Science,No,No,
7387,4,4,F,1,0,2.94,840,Arts & Letters,No,No,
7388,2,1,F,1,0,3.14,990,Arts & Letters,Yes,No,
7389,6,6,F,1,0,3.70,1330,Arts & Letters,Yes,No,
7390,1,1,M,0,0,3.09,930,Business & Economics,No,No,
7391,4,6,M,1,0,3.70,1190,Arts & Letters,Yes,Yes,3.065
7392,3,3,M,0,1,3.08,1160,Business & Economics,Yes,No,
7393,7,6,F,1,0,2.96,1090,Arts & Letters,No,No,
7394,3,3,F,0,0,2.79,840,Business & Economics,No,No,
7395,2,6,M,1,0,3.05,1070,Business & Economics,No,No,
7396,6,6,F,1,0,3.70,930,Arts & Letters,No,No,
7397,4,6,M,0,1,2.85,980,Arts & Letters,No,No,
7398,6,6,M,0,1,3.17,1060,Math & Science,No,Yes,2.594
7399,3,6,M,0,1,4.36,1440,Math & Science,Yes,No,
7400,4,7,F,1,0,3.52,1190,Math & Science,No,No,
7401,6,7,M,1,0,3.88,1340,Math & Science,No,No,
7402,3,3,M,1,0,3.23,1150,Math & Science,No,No,
7403,7,4,M,1,0,4.27,1300,Math & Science,Yes,Yes,3.568
7404,7,4,F,0,0,4.40,1330,Math & Science,Yes,No,
7405,7,7,F,0,0,3.50,970,Arts & Letters,No,No,
7406,6,3,M,0,0,3.28,1110,Arts & Letters,No,No,
7407,6,7,F,1,0,4.09,950,Arts & Letters,Yes,No,
7408,7,7,F,1,0,4.04,1310,Math & Science,No,No,
7409,6,7,F,1,0,4.04,1380,Arts & Letters,No,No,
7410,5,2,F,1,0,3.09,980,Arts & Letters,No,No,
7411,6,7,F,1,0,4.00,1340,Math & Science,Yes,No,
7412,3,6,M,1,0,3.53,1010,Math & Science,No,No,
7413,7,7,M,0,0,3.00,1150,Math & Science,No,No,
7414,7,7,M,1,0,3.97,1240,Math & Science,No,No,
7415,7,6,M,0,1,3.46,1140,Math & Science,No,No,
7416,6,6,F,1,0,3.12,1130,Math & Science,No,No,
7417,7,7,F,1,0,3.88,1150,Arts & Letters,Yes,No,
7418,6,6,F,0,0,3.41,1240,Math & Science,No,No,
7419,6,6,F,1,0,4.12,1230,Math & Science,Yes,No,
7420,2,1,M,0,1,3.85,1180,Business & Economics,Yes,No,
7421,3,3,M,0,0,3.95,1090,Arts & Letters,No,No,
7422,3,3,M,1,0,2.71,980,Arts & Letters,No,No,
7423,7,7,F,0,1,3.91,1310,Arts & Letters,No,No,
7424,7,4,M,1,0,3.20,1230,Math & Science,No,No,
7425,6,6,F,1,0,3.21,1060,Arts & Letters,No,No,
7426,6,4,F,1,0,3.65,1020,Math & Science,No,No,
7427,4,4,M,1,0,3.48,1210,Business & Economics,No,No,
7428,7,4,F,1,0,3.32,980,Arts & Letters,No,No,
7429,7,7,F,1,0,4.09,1350,Arts & Letters,Yes,No,
7430,6,6,F,1,0,3.73,1290,Arts & Letters,No,No,
7431,4,4,M,1,0,3.95,1250,Arts & Letters,No,No,
7432,5,1,F,0,1,3.96,940,Arts & Letters,No,No,
7433,6,7,M,0,0,3.35,1300,Math & Science,No,No,
7434,6,6,M,1,0,3.60,1030,Arts & Letters,No,No,
7435,7,5,M,1,0,3.14,1100,Arts & Letters,No,No,
7436,7,7,F,1,0,3.62,1160,Math & Science,No,No,
7437,6,6,M,1,0,3.75,1040,Business & Economics,No,No,
7438,7,7,M,0,0,3.00,790,Arts & Letters,No,No,
7439,6,6,F,1,0,3.79,1240,Math & Science,No,No,
7440,7,4,M,0,0,3.64,1210,Business & Economics,No,No,
7441,5,6,M,0,0,3.79,1130,Math & Science,No,No,
7442,7,6,M,1,0,3.32,1140,Business & Economics,No,No,
7443,6,7,M,1,0,3.50,1350,Arts & Letters,No,No,
7444,6,4,M,1,0,3.63,1020,Math & Science,No,No,
7445,5,2,F,0,0,3.50,960,Arts & Letters,No,No,
7446,6,5,F,1,0,3.78,1120,Business & Economics,No,No,
7447,6,6,F,1,0,3.60,1150,Math & Science,No,No,
7448,2,6,M,0,0,3.85,1170,Arts & Letters,Yes,No,
7449,3,3,M,0,0,2.83,1080,Arts & Letters,No,Yes,2.640
7450,6,3,M,1,0,3.62,1190,Business & Economics,No,No,
7451,6,6,M,1,0,3.36,1120,Arts & Letters,Yes,Yes,3.524
7452,6,6,F,1,0,3.40,1020,Arts & Letters,No,No,
7453,7,7,F,1,0,3.55,1110,Business & Economics,No,No,
7454,6,6,F,1,0,3.91,1270,Arts & Letters,No,No,
7455,4,4,M,1,0,2.86,870,Business & Economics,No,No,
7456,3,4,M,1,0,3.36,1150,Arts & Letters,No,No,
7457,3,2,M,0,0,3.42,1000,Math & Science,No,No,
7458,6,7,M,0,0,3.61,1280,Math & Science,Yes,No,
7459,7,6,M,0,1,3.78,1240,Business & Economics,Yes,Yes,2.877
7460,6,3,F,1,0,3.16,1160,Arts & Letters,No,No,
7461,3,3,M,0,1,3.79,1430,Business & Economics,Yes,No,
7462,6,6,M,1,0,4.23,1510,Business & Economics,Yes,No,
7463,1,4,M,0,0,3.35,1190,Math & Science,No,No,
7464,7,6,F,0,0,3.67,1340,Math & Science,No,No,
7465,7,4,F,0,1,4.25,1400,Business & Economics,Yes,No,
7466,6,7,M,1,0,4.00,1300,Business & Economics,Yes,No,
7467,7,7,F,0,0,4.05,1030,Arts & Letters,No,No,
7468,7,7,F,1,0,3.50,1450,Arts & Letters,No,No,
7469,7,6,F,1,0,3.64,960,Math & Science,No,No,
7470,6,6,F,1,0,4.00,1320,Business & Economics,Yes,No,
7471,5,3,F,1,0,3.71,1010,Arts & Letters,No,No,
7472,7,7,F,0,0,3.43,1260,Arts & Letters,No,No,
7473,3,3,M,0,1,3.21,1350,Business & Economics,No,No,
7474,4,4,M,0,1,2.68,1430,Arts & Letters,No,No,
7475,4,4,F,0,1,3.75,1060,Math & Science,No,No,
7476,4,5,F,0,0,3.28,870,Math & Science,No,No,
7477,3,3,M,1,0,2.86,1180,Math & Science,No,No,
7478,7,7,M,0,0,3.91,1130,Business & Economics,No,No,
7479,5,6,F,0,1,3.88,1170,Arts & Letters,Yes,No,
7480,7,6,F,1,0,3.17,1110,Arts & Letters,No,No,
7481,4,4,M,0,0,2.95,1050,Business & Economics,No,No,
7482,4,4,F,0,1,3.68,1230,Math & Science,No,No,
7483,6,6,F,0,1,3.62,1190,Arts & Letters,No,No,
7484,4,4,F,1,0,4.23,1340,Business & Economics,Yes,No,
7485,7,6,M,0,0,3.36,1450,Math & Science,No,No,
7486,7,4,M,1,0,4.25,1470,Math & Science,Yes,No,
7487,7,6,M,1,0,4.17,1290,Math & Science,Yes,No,
7488,6,5,M,1,0,2.72,1370,Business & Economics,No,No,
7489,3,1,F,0,1,3.14,1230,Math & Science,No,No,
7490,6,5,F,1,0,3.64,1310,Arts & Letters,Yes,No,
7491,7,6,M,1,0,3.79,1060,Business & Economics,No,No,
7492,6,7,M,1,0,3.75,1250,Math & Science,Yes,No,
7493,7,7,M,1,0,3.85,1440,Arts & Letters,Yes,No,
7494,7,7,M,0,1,3.68,1240,Arts & Letters,No,No,
7495,6,7,M,1,0,3.70,1390,Arts & Letters,No,No,
7496,5,2,M,1,0,3.75,1210,Business & Economics,Yes,No,
7497,6,6,M,1,0,3.88,1220,Arts & Letters,No,Yes,3.145
7498,4,7,F,1,0,4.14,1310,Arts & Letters,No,No,
7499,6,5,F,0,0,3.64,1180,Math & Science,No,No,
7500,7,6,M,0,1,3.32,1310,Arts & Letters,Yes,Yes,3.109
7501,6,4,M,1,0,3.70,1150,Business & Economics,No,No,
7502,6,6,M,0,1,4.20,1350,Math & Science,Yes,No,
7503,7,7,F,1,0,3.27,1120,Arts & Letters,No,No,
7504,6,3,M,0,0,3.55,1210,Business & Economics,No,No,
7505,4,4,F,1,0,4.25,1540,Business & Economics,Yes,No,
7506,4,7,F,1,0,4.15,1350,Arts & Letters,Yes,No,
7507,2,6,F,1,0,3.64,1240,Arts & Letters,No,No,
7508,7,6,M,0,0,3.30,1210,Arts & Letters,Yes,Yes,2.876
7509,4,5,M,1,0,4.12,1170,Arts & Letters,No,No,
7510,6,6,F,1,0,4.04,1410,Math & Science,Yes,No,
7511,6,6,M,0,1,4.27,1070,Math & Science,No,No,
7512,3,7,F,1,0,3.60,1080,Math & Science,No,No,
7513,6,7,M,1,0,3.56,1550,Business & Economics,Yes,No,
7514,7,7,M,0,1,3.46,1450,Business & Economics,Yes,Yes,3.346
7515,6,6,F,0,0,4.40,1290,Math & Science,Yes,No,
7516,5,5,M,1,0,4.05,1330,Math & Science,Yes,Yes,3.613
7517,4,4,M,0,1,3.56,1020,Math & Science,No,No,
7518,7,7,F,1,0,3.75,1420,Arts & Letters,No,No,
7519,4,2,F,0,1,3.00,990,Business & Economics,No,No,
7520,6,6,M,0,1,3.77,1250,Business & Economics,No,No,
7521,4,4,F,1,0,3.75,1070,Math & Science,No,No,
7522,1,1,M,0,1,3.20,1140,Math & Science,No,No,
7523,7,6,F,1,0,3.96,1170,Business & Economics,No,No,
7524,7,7,F,0,1,4.18,1330,Arts & Letters,Yes,No,
7525,1,1,M,0,1,3.82,1250,Math & Science,Yes,No,
7526,7,5,M,1,0,3.25,1040,Business & Economics,No,No,
7527,6,3,M,1,0,3.75,1110,Business & Economics,No,No,
7528,3,3,F,0,1,3.47,910,Business & Economics,No,No,
7529,5,4,M,1,0,3.82,1390,Arts & Letters,Yes,No,
7530,3,3,M,0,0,2.35,840,Business & Economics,No,No,
7531,1,1,F,0,0,4.35,1140,Business & Economics,Yes,No,
7532,1,1,F,0,0,3.31,910,Arts & Letters,No,No,
7533,4,4,F,0,0,3.44,880,Business & Economics,No,No,
7534,6,5,F,0,0,3.96,1210,Arts & Letters,Yes,No,
7535,3,5,M,0,0,2.82,900,Arts & Letters,No,No,
7536,1,1,M,0,0,3.18,1060,Math & Science,No,No,
7537,6,5,M,1,0,3.40,1230,Business & Economics,Yes,Yes,2.698
7538,3,4,F,0,0,3.33,860,Math & Science,No,No,
7539,6,6,F,0,0,3.85,1070,Arts & Letters,No,No,
7540,6,7,F,0,0,3.46,1270,Arts & Letters,No,No,
7541,3,3,M,1,0,3.94,1470,Math & Science,Yes,No,
7542,6,5,F,1,0,3.29,930,Arts & Letters,No,No,
7543,4,4,F,1,0,2.69,800,Math & Science,No,No,
7544,1,4,F,0,0,3.36,940,Math & Science,No,No,
7545,7,6,F,1,0,3.94,1440,Arts & Letters,Yes,No,
7546,1,1,M,0,0,4.00,1110,Arts & Letters,Yes,No,
7547,6,6,F,1,0,4.04,1310,Business & Economics,Yes,No,
7548,2,2,F,0,0,3.60,840,Math & Science,No,No,
7549,7,4,F,1,0,3.77,1210,Math & Science,No,No,
7550,1,3,F,0,1,3.76,850,Arts & Letters,No,No,
7551,4,5,M,1,0,3.75,1240,Math & Science,Yes,Yes,2.980
7552,5,3,F,0,1,4.15,1040,Business & Economics,Yes,No,
7553,7,4,F,1,0,3.83,930,Math & Science,No,No,
7554,3,3,M,1,0,4.35,1220,Math & Science,Yes,No,
7555,4,6,F,1,0,3.82,1170,Math & Science,No,No,
7556,3,4,M,0,1,4.08,1030,Arts & Letters,Yes,No,
7557,1,1,M,0,0,3.38,850,Math & Science,No,No,
7558,4,3,F,1,0,2.85,950,Math & Science,No,No,
7559,7,7,F,1,0,3.71,1160,Math & Science,No,No,
7560,4,4,F,0,1,4.25,1330,Math & Science,Yes,No,
7561,3,3,F,1,0,3.72,1210,Arts & Letters,No,No,
7562,1,1,M,0,1,3.39,950,Arts & Letters,No,No,
7563,3,3,F,0,1,4.20,1030,Business & Economics,No,No,
7564,6,6,M,1,0,3.57,1060,Business & Economics,No,No,
7565,7,7,M,1,0,3.90,1240,Arts & Letters,Yes,No,
7566,4,4,F,0,1,3.88,1130,Arts & Letters,No,No,
7567,6,4,M,0,1,3.91,1150,Arts & Letters,Yes,Yes,2.924
7568,3,4,M,0,0,3.65,1120,Math & Science,No,No,
7569,4,7,F,0,1,4.00,1270,Arts & Letters,Yes,No,
7570,1,4,M,1,0,4.13,1190,Math & Science,Yes,Yes,3.384
7571,4,4,F,0,1,3.60,920,Math & Science,No,No,
7572,4,4,F,0,0,3.25,860,Business & Economics,No,No,
7573,7,7,F,0,0,3.81,1400,Business & Economics,Yes,No,
7574,6,6,M,0,0,3.67,1000,Arts & Letters,No,No,
7575,7,6,M,1,0,4.00,1270,Arts & Letters,Yes,Yes,2.971
7576,3,3,F,0,1,3.59,1140,Math & Science,No,No,
7577,7,7,F,0,1,3.71,1190,Business & Economics,No,No,
7578,7,6,M,1,0,3.90,1340,Business & Economics,Yes,Yes,3.534
7579,4,7,M,1,0,3.59,1300,Business & Economics,Yes,Yes,2.433
7580,6,6,F,0,1,3.50,1190,Arts & Letters,No,No,
7581,6,6,F,1,0,3.67,1120,Math & Science,No,No,
7582,6,6,M,1,0,2.95,1150,Business & Economics,No,No,
7583,4,4,M,1,0,3.81,1120,Arts & Letters,Yes,No,
7584,6,6,F,0,0,3.44,1030,Arts & Letters,No,No,
7585,7,6,F,1,0,3.96,1150,Arts & Letters,No,No,
7586,7,7,F,1,0,3.26,1320,Arts & Letters,No,No,
7587,3,7,F,0,1,4.33,1380,Math & Science,Yes,No,
7588,7,5,M,1,0,3.85,1220,Arts & Letters,Yes,No,
7589,3,4,F,1,0,4.14,1210,Math & Science,Yes,No,
7590,6,4,M,0,0,3.54,1300,Math & Science,Yes,Yes,1.640
7591,3,3,F,1,0,3.59,1050,Business & Economics,No,No,
7592,2,3,F,0,0,3.82,1250,Arts & Letters,No,No,
7593,6,6,F,0,0,3.10,1250,Arts & Letters,No,No,
7594,4,2,F,0,1,3.40,950,Arts & Letters,No,No,
7595,6,6,M,0,0,3.97,1310,Arts & Letters,Yes,No,
7596,7,6,M,0,0,3.33,1180,Business & Economics,No,No,
7597,6,5,M,1,0,4.11,1170,Math & Science,No,No,
7598,1,1,F,0,0,3.50,1070,Business & Economics,No,No,
7599,6,6,F,1,0,4.29,1040,Arts & Letters,Yes,No,
7600,6,4,F,0,0,2.95,970,Math & Science,No,No,
7601,6,6,F,1,0,2.68,920,Arts & Letters,No,No,
7602,5,3,F,0,1,3.12,1160,Arts & Letters,No,No,
7603,4,6,F,0,0,3.88,1330,Arts & Letters,Yes,No,
7604,6,6,M,1,0,3.31,960,Math & Science,No,No,
7605,3,3,M,0,0,3.86,1490,Math & Science,Yes,No,
7606,4,3,F,1,0,3.73,1000,Arts & Letters,No,No,
7607,7,6,F,1,0,3.78,1310,Arts & Letters,Yes,No,
7608,5,5,F,1,0,3.55,1030,Arts & Letters,Yes,No,
7609,7,7,F,1,0,3.20,980,Math & Science,No,No,
7610,4,6,F,1,0,3.12,900,Arts & Letters,No,No,
7611,7,7,F,0,1,3.50,1030,Arts & Letters,No,No,
7612,6,6,F,0,0,3.42,1130,Math & Science,No,No,
7613,6,6,M,0,1,3.72,1320,Business & Economics,Yes,Yes,3.490
7614,2,3,M,0,1,3.67,1170,Math & Science,Yes,Yes,2.205
7615,6,6,F,0,0,3.75,1160,Business & Economics,No,No,
7616,6,7,M,0,0,3.96,1480,Math & Science,Yes,No,
7617,5,5,M,0,1,3.55,1240,Math & Science,No,No,
7618,4,4,F,1,0,3.00,930,Math & Science,No,No,
7619,4,4,F,1,0,4.08,1160,Business & Economics,No,No,
7620,1,1,M,0,0,3.06,760,Math & Science,No,No,
7621,4,4,F,1,0,3.36,1230,Business & Economics,No,No,
7622,7,7,M,0,1,4.32,1220,Math & Science,No,No,
7623,3,2,F,0,0,4.14,1350,Arts & Letters,Yes,No,
7624,4,4,M,0,0,3.77,970,Math & Science,No,No,
7625,3,3,F,0,1,3.62,1230,Math & Science,No,No,
7626,6,6,F,0,1,3.75,1290,Arts & Letters,No,No,
7627,4,4,M,0,0,3.11,970,Business & Economics,No,No,
7628,6,4,F,0,0,3.44,960,Arts & Letters,No,No,
7629,3,6,F,1,0,3.21,1360,Arts & Letters,Yes,No,
7630,6,6,F,1,0,3.90,1060,Math & Science,No,No,
7631,6,6,F,1,0,3.33,1030,Arts & Letters,No,No,
7632,4,4,F,0,0,2.55,990,Arts & Letters,No,No,
7633,7,6,M,1,0,4.33,1420,Math & Science,Yes,No,
7634,4,1,F,0,1,3.14,1070,Arts & Letters,No,No,
7635,7,7,M,1,0,3.88,1230,Arts & Letters,Yes,Yes,2.938
7636,5,6,M,0,0,3.70,1190,Math & Science,No,No,
7637,6,6,M,0,0,2.87,1200,Business & Economics,No,No,
7638,6,6,M,1,0,4.05,1290,Business & Economics,No,No,
7639,3,6,M,1,0,3.05,1070,Math & Science,No,No,
7640,4,4,F,1,0,2.40,1230,Arts & Letters,No,No,
7641,6,6,F,1,0,3.91,1170,Math & Science,No,No,
7642,7,7,F,1,0,3.32,1250,Arts & Letters,No,No,
7643,1,1,F,0,1,3.40,1030,Arts & Letters,No,No,
7644,5,4,F,1,0,3.22,1080,Arts & Letters,No,No,
7645,3,6,F,1,0,4.22,1450,Math & Science,Yes,No,
7646,7,7,F,1,0,3.75,1420,Math & Science,No,No,
7647,7,6,F,0,1,3.45,1220,Math & Science,No,No,
7648,6,6,M,1,0,3.77,1460,Arts & Letters,Yes,No,
7649,1,1,M,0,0,2.75,920,Arts & Letters,No,No,
7650,7,6,F,1,0,3.89,1200,Business & Economics,Yes,No,
7651,7,6,M,1,0,3.41,1200,Business & Economics,No,No,
7652,6,7,F,1,0,3.67,1070,Math & Science,No,No,
7653,6,5,F,0,0,3.42,1100,Business & Economics,Yes,No,
7654,7,7,M,1,0,4.09,1250,Math & Science,No,No,
7655,7,7,F,1,0,3.91,1280,Arts & Letters,Yes,No,
7656,4,4,F,0,1,3.19,870,Math & Science,No,No,
7657,3,6,M,0,0,3.69,1160,Business & Economics,No,No,
7658,5,5,F,1,0,3.23,900,Arts & Letters,No,No,
7659,4,1,F,0,1,3.38,1180,Math & Science,Yes,No,
7660,7,7,F,0,1,3.50,1230,Math & Science,No,No,
7661,7,6,F,1,0,3.65,1180,Arts & Letters,No,No,
7662,4,6,F,1,0,3.44,1080,Arts & Letters,No,No,
7663,4,4,F,1,0,3.68,1070,Math & Science,No,No,
7664,3,3,M,1,0,3.32,940,Math & Science,No,No,
7665,6,6,M,1,0,3.95,1540,Math & Science,Yes,No,
7666,4,7,F,1,0,3.62,1290,Arts & Letters,No,No,
7667,7,7,F,1,0,4.00,1220,Math & Science,No,No,
7668,7,7,M,1,0,4.15,1360,Arts & Letters,Yes,No,
7669,7,6,F,0,0,3.77,1220,Math & Science,No,No,
7670,2,2,M,0,0,3.68,1190,Arts & Letters,Yes,Yes,3.101
7671,6,6,M,1,0,4.09,1220,Arts & Letters,No,Yes,3.275
7672,6,6,F,0,0,4.18,1340,Arts & Letters,Yes,No,
7673,7,7,M,1,0,3.69,1120,Math & Science,No,No,
7674,6,6,M,1,0,3.91,1490,Math & Science,Yes,Yes,3.260
7675,4,1,M,0,1,3.58,1090,Math & Science,No,No,
7676,3,3,F,0,1,4.05,1280,Arts & Letters,No,No,
7677,7,6,F,0,1,3.92,1350,Arts & Letters,Yes,No,
7678,3,6,M,0,1,4.04,1250,Math & Science,No,No,
7679,6,6,F,1,0,4.32,1510,Business & Economics,Yes,No,
7680,6,7,M,1,0,4.00,1120,Arts & Letters,No,No,
7681,7,7,F,1,0,3.20,1050,Math & Science,No,No,
7682,3,3,F,0,0,4.00,1170,Math & Science,No,No,
7683,7,7,M,1,0,3.45,1340,Business & Economics,Yes,No,
7684,6,7,F,1,0,3.74,1380,Arts & Letters,Yes,No,
7685,3,3,F,0,0,3.59,1030,Math & Science,No,No,
7686,3,3,M,0,0,2.29,930,Business & Economics,No,No,
7687,7,5,F,1,0,4.00,1250,Math & Science,Yes,No,
7688,4,4,F,0,1,4.28,1000,Math & Science,No,No,
7689,6,6,F,1,0,4.00,1330,Math & Science,No,No,
7690,6,7,M,1,0,3.65,1410,Arts & Letters,Yes,No,
7691,1,1,F,0,1,4.05,1210,Math & Science,Yes,No,
7692,6,7,M,0,0,3.45,1240,Arts & Letters,No,No,
7693,3,3,F,0,1,3.55,920,Arts & Letters,No,No,
7694,3,4,F,0,0,3.72,1200,Business & Economics,No,No,
7695,6,5,F,1,0,4.07,1080,Math & Science,No,No,
